Player,Team,Pos,Speed,Power,Speed+Power,Def Boost,EPM,EPM Off,EPM Def,Off -12,Off -11,Off -10,Off -9,Off -8,Off -7,Off -6,Off -5,Off -4,Off -3,Off -2,Off -1,Off +0,Off +1,Off +2,Off +3,Off +4,Off +5,Off +6,Off +7,Off +8,Off +9,Off +10,Off +11,Off +12,Off +13,Off +14,Off +15,Off +16,Off +17,Off +18,Total Advantages,Total Disadvantages,Neutral Matchups,Adv by Speed,Adv by Power,Adv by Both,Off Adv Magnitude,Off Dis Magnitude,Off Net Magnitude,Off Mean Roll Bonus,Off Max,Off Min,Off Blunted by Opp Def,Off Neutralised by Opp Def,Def -12,Def -11,Def -10,Def -9,Def -8,Def -7,Def -6,Def -5,Def -4,Def -3,Def -2,Def -1,Def +0,Def +1,Def +2,Def +3,Def +4,Def +5,Def +6,Def +7,Def +8,Def +9,Def +10,Def +11,Def +12,Def +13,Def +14,Def +15,Def +16,Def +17,Def +18,Advantages Allowed,Penalties Forced,Neutrals Allowed,Def Magnitude Allowed,Def Net Magnitude,Def Mean Allowed,Def Blunted (his Def Boost),Def Neutralised (his Def Boost),Net Edge,Budget Net Edge,Def Boost Credit,Net Edge z,EPM z,Residual,Off Residual,Def Residual
Jordan Goodwin,PHX,PG,13,8,21,2,1.4168,-0.2687,1.6856,0,0,0,0,0,0,0,0,2,0,10,21,32,34,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,288,33,32,168,5,115,1334,49,1285,3.6402,11,-4,107,14,0,0,0,0,0,0,2,7,13,29,36,43,125,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,0,0,0,98,130,125,270,-31,-0.0878,326,81,3.728,3.1076,0.6204,0.775,0.6847,0.0903,0.7183,-0.6064
Sion James,CHA,SG,9,6,15,1,-1.6091,-2.224,0.6149,0,0,0,0,0,1,2,2,22,29,26,45,68,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,158,127,68,109,8,41,382,301,81,0.2295,7,-7,33,18,0,0,0,0,0,0,0,0,2,7,12,21,69,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,242,42,69,935,861,2.4391,280,38,-2.2096,-2.9093,0.6997,-0.4313,-0.5972,0.1659,0.4841,-0.7849
Kevin Huerter,DET,SF,10,8,18,0,-0.3238,-0.5175,0.1937,0,0,0,0,0,0,0,2,1,7,30,24,66,54,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,223,64,66,103,34,86,630,119,511,1.4476,8,-5,70,30,0,0,0,0,0,0,2,7,10,19,24,32,45,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,0,214,94,45,770,546,1.5467,0,0,-0.0992,0.0992,-0.1983,-0.0026,-0.0527,0.0501,0.0422,-0.039
Zaccharie Risacher,DAL,SF,7,7,14,-1,-2.1395,-1.3638,-0.7757,0,0,0,0,1,0,2,9,14,33,47,55,81,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,161,81,31,47,33,216,369,-153,-0.4334,5,-8,15,11,0,0,0,0,0,0,0,0,2,7,9,15,24,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,296,33,24,1305,1243,3.5212,0,0,-3.9547,-3.9122,-0.0425,-0.7859,-0.8219,0.0361,-0.2078,-0.0651
Dean Wade,PHI,PF,8,10,18,1,-0.0228,-0.7526,0.7298,0,0,0,0,0,0,0,1,3,7,12,30,69,41,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,231,53,69,30,124,77,711,92,619,1.7535,8,-5,58,22,0,0,0,0,0,0,1,3,11,9,23,34,92,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,0,180,81,92,591,419,1.187,223,43,0.5666,0.0992,0.4674,0.1327,0.0748,0.0579,0.2772,-0.3413
Brandon Williams,GSW,PG,9,6,15,-1,-1.3703,-0.4906,-0.8797,0,0,0,0,0,1,2,2,22,29,26,45,68,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,158,127,68,109,8,41,382,301,81,0.2295,7,-7,33,18,0,0,0,0,0,0,0,0,2,7,12,21,31,38,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,280,42,31,1215,1141,3.2323,0,0,-3.0028,-2.9093,-0.0935,-0.5925,-0.4961,-0.0964,-0.4194,0.1488
Nolan Traoré,BKN,PG,4,3,7,-2,-4.9714,-3.1634,-1.808,0,1,1,5,13,27,33,49,70,63,53,20,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,335,10,6,2,0,9,1397,-1388,-3.932,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,24,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,348,0,5,2471,2471,7,0,0,-10.932,-10.932,0,-2.2034,-2.0217,-0.1817,-0.5554,-0.6883
Kel'el Ware,MIL,C,7,13,20,0,0.6636,0.5529,0.1108,0,0,0,0,0,0,0,1,2,3,9,8,28,25,29,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,302,23,28,1,238,63,1481,48,1433,4.0595,11,-5,93,12,0,0,0,0,0,0,0,1,5,10,15,35,48,51,41,41,20,28,19,17,11,6,3,2,0,0,0,0,0,0,0,239,66,48,903,783,2.2181,0,0,1.8414,2.1048,-0.2635,0.3917,0.3656,0.0261,0.4441,-0.2586
Jock Landale,ATL,C,6,11,17,-1,-0.4257,0.998,-1.4237,0,0,0,0,0,0,1,2,5,13,15,23,46,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,248,59,46,0,219,29,902,128,774,2.1926,9,-6,66,17,0,0,0,0,0,0,0,0,1,5,10,15,32,48,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,290,31,32,1213,1159,3.2833,0,0,-1.0907,-0.9037,-0.187,-0.204,-0.0959,-0.1081,-0.4739,0.5915
Will Riley,WAS,SF,4,4,8,-3,-4.6598,-2.0934,-2.5664,0,1,0,2,9,14,33,47,55,71,58,35,15,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,325,15,4,7,2,16,1216,-1200,-3.3994,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,15,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,345,2,6,2307,2305,6.5297,0,0,-9.9292,-9.9292,0,-1.9997,-1.8897,-0.11,-0.9174,0.1631
Jordan Miller,LAC,SF,8,6,14,-1,-1.7081,-0.5216,-1.1865,0,0,0,0,0,2,1,7,30,24,37,60,73,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,119,161,73,70,12,37,238,381,-143,-0.4051,6,-7,16,11,0,0,0,0,0,0,0,0,2,7,10,19,23,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,292,38,23,1322,1254,3.5524,0,0,-3.9575,-3.9122,-0.0453,-0.7865,-0.6392,-0.1473,-0.6364,0.2724
Spencer Jones,DEN,SF,7,7,14,0,-1.6824,-1.9279,0.2455,0,0,0,0,1,0,2,9,14,33,47,55,81,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,111,161,81,31,47,33,216,369,-153,-0.4334,5,-8,15,11,0,0,0,0,0,0,0,0,2,7,9,15,24,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,296,33,24,1305,1243,3.5212,0,0,-3.9547,-3.9122,-0.0425,-0.7859,-0.6283,-0.1576,0.0862,-0.9376
Malik Monk,SAC,SG,9,5,14,-2,-2.0263,-0.1555,-1.8708,0,0,0,0,1,1,3,16,20,30,30,37,65,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,150,138,65,128,0,22,373,380,-7,-0.0198,7,-8,32,17,0,0,0,0,0,0,0,0,0,2,7,13,25,37,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,306,22,25,1439,1406,3.983,0,0,-4.0028,-3.9122,-0.0907,-0.7957,-0.774,-0.0217,-0.6856,0.6707
Oso Ighodaro,PHX,PF,7,11,18,1,0.0092,-1.4418,1.451,0,0,0,0,0,0,0,1,4,8,16,21,49,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,254,50,49,6,190,58,910,98,812,2.3003,9,-5,67,18,0,0,0,0,0,0,0,1,5,10,13,31,94,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,0,199,60,94,707,595,1.6856,249,50,0.6147,0.0992,0.5156,0.1425,0.0884,0.0541,0.8373,-1.1732
Sandro Mamukelashvili,LAL,C,9,13,22,1,1.6719,0.9753,0.6967,0,0,0,0,0,0,0,0,0,1,4,8,32,22,32,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,308,13,32,7,158,143,1504,19,1485,4.2068,11,-3,102,17,0,0,0,0,0,1,5,10,13,31,45,50,83,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,0,0,0,115,155,83,355,-17,-0.0482,153,38,4.255,4.1105,0.1445,0.882,0.7928,0.0893,0.2781,0.2214
Collin Murray-Boyles,TOR,PF,8,11,19,1,0.5011,-0.6315,1.1326,0,0,0,0,0,0,0,0,2,6,8,21,50,51,41,53,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,266,37,50,18,159,89,938,63,875,2.4788,9,-4,73,21,0,0,0,0,0,0,1,5,9,13,22,45,92,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,0,0,0,166,95,92,542,347,0.983,212,46,1.4958,1.102,0.3938,0.3215,0.2968,0.0247,0.4805,-0.5973
Aaron Wiggins,ATL,SG,8,7,15,1,-1.3541,-2.109,0.7549,0,0,0,0,0,1,1,5,13,27,33,49,86,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,138,129,86,58,31,49,290,286,4,0.0113,6,-7,24,17,0,0,0,0,0,0,0,0,6,8,12,24,68,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,0,0,235,50,68,873,777,2.2011,278,43,-2.1898,-2.9093,0.7195,-0.4273,-0.4892,0.0619,0.344,-0.8015
Brook Lopez,LAC,C,7,13,20,2,0.834,-1.179,2.013,0,0,0,0,0,0,0,1,2,3,9,8,28,25,29,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,302,23,28,1,238,63,1481,48,1433,4.0595,11,-5,93,12,0,0,0,0,0,0,0,1,5,10,15,35,140,41,20,28,19,17,11,6,3,2,0,0,0,0,0,0,0,0,0,147,66,140,476,356,1.0085,427,92,3.051,2.1048,0.9462,0.6374,0.4378,0.1996,1.3467,-1.3604
Klay Thompson,MIA,SF,9,7,16,0,-0.9656,-0.8637,-0.1019,0,0,0,0,0,0,2,1,7,30,24,37,83,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,169,101,83,89,19,61,407,220,187,0.5297,7,-6,40,24,0,0,0,0,0,0,0,2,7,10,19,24,31,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,260,62,31,1030,900,2.5496,0,0,-2.0198,-1.9065,-0.1133,-0.3928,-0.3246,-0.0682,-0.1146,-0.2203
Daniel Gafford,DAL,C,6,10,16,-1,-1.1702,-0.5964,-0.5737,0,0,0,0,0,0,1,4,8,16,21,32,68,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,203,82,68,2,174,27,656,180,476,1.3484,8,-6,49,16,0,0,0,0,0,0,0,0,1,5,10,13,30,45,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,294,29,30,1250,1198,3.3938,0,0,-2.0453,-1.9065,-0.1388,-0.398,-0.4113,0.0133,0.047,-0.1825
Luke Kennard,PHX,SG,9,6,15,-1,-1.3907,-0.3493,-1.0414,0,0,0,0,0,1,2,2,22,29,26,45,68,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,158,127,68,109,8,41,382,301,81,0.2295,7,-7,33,18,0,0,0,0,0,0,0,0,2,7,12,21,31,38,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,280,42,31,1215,1141,3.2323,0,0,-3.0028,-2.9093,-0.0935,-0.5925,-0.5047,-0.0878,-0.493,0.2869
Al Horford,GSW,C,7,10,17,0,-0.5323,-0.5348,0.0026,0,0,0,0,0,0,0,2,6,8,21,30,71,41,53,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,215,67,71,14,151,50,672,130,542,1.5354,8,-5,52,19,0,0,0,0,0,0,0,1,5,9,13,22,44,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,0,259,50,44,1013,913,2.5864,0,0,-1.051,-0.9037,-0.1473,-0.196,-0.141,-0.0549,0.0835,-0.3255
GG Jackson II,MEM,PF,7,8,15,-1,-1.2717,-0.3234,-0.9483,0,0,0,0,0,1,1,5,9,19,45,51,75,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,147,131,75,27,83,37,325,272,53,0.1501,6,-7,29,17,0,0,0,0,0,0,0,0,3,9,9,16,36,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,280,37,36,1182,1109,3.1416,0,0,-2.9915,-2.9093,-0.0822,-0.5902,-0.4543,-0.1359,-0.5356,0.2466
Vít Krejčí,POR,PG,8,6,14,-1,-1.8229,-1.2104,-0.6126,0,0,0,0,0,2,1,7,30,24,37,60,73,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,119,161,73,70,12,37,238,381,-143,-0.4051,6,-7,16,11,0,0,0,0,0,0,0,0,2,7,10,19,23,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,292,38,23,1322,1254,3.5524,0,0,-3.9575,-3.9122,-0.0453,-0.7865,-0.6878,-0.0986,-0.2774,-0.2179
Ryan Kalkbrenner,CHA,C,6,10,16,0,-1.1026,-1.4625,0.3599,0,0,0,0,0,0,1,4,8,16,21,32,68,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,203,82,68,2,174,27,656,180,476,1.3484,8,-6,49,16,0,0,0,0,0,0,0,0,1,5,10,13,30,45,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,294,29,30,1250,1198,3.3938,0,0,-2.0453,-1.9065,-0.1388,-0.398,-0.3827,-0.0153,0.4984,-0.9801
Ben Sheppard,IND,SG,7,5,12,-1,-3.009,-1.9517,-1.0574,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.1903,0.0027,-0.248,-0.2718
Kentavious Caldwell-Pope,PHI,SG,7,5,12,-1,-2.6169,-1.886,-0.7309,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.0242,-0.1634,-0.2823,-0.5507
Isaiah Joe,DET,SG,13,7,20,0,1.0919,1.4159,-0.324,0,0,0,0,0,0,0,1,1,5,11,20,32,29,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,283,38,32,203,0,80,1329,66,1263,3.5779,11,-5,107,15,0,0,0,0,0,0,0,2,7,13,29,37,45,42,37,49,29,22,16,9,4,7,2,1,1,1,0,0,0,0,0,220,88,45,799,627,1.7762,0,0,1.8017,2.1048,-0.3031,0.3836,0.5471,-0.1634,-0.1827,0.304
Gary Trent Jr.,MIL,SG,6,4,10,-2,-3.9122,-1.9472,-1.965,0,0,0,2,1,7,30,24,37,60,63,60,40,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,284,40,20,0,9,52,889,-837,-2.3711,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,2,7,9,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,335,9,9,1973,1962,5.5581,0,0,-7.9292,-7.9235,-0.0057,-1.5934,-1.5729,-0.0204,-0.6157,0.0697
Cam Thomas,2TM,SG,6,4,10,-3,-3.805,-0.5596,-3.2454,0,0,0,2,1,7,30,24,37,60,63,60,40,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,284,40,20,0,9,52,889,-837,-2.3711,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,2,7,9,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,335,9,9,1973,1962,5.5581,0,0,-7.9292,-7.9235,-0.0057,-1.5934,-1.5275,-0.0658,-1.339,1.1637
Jay Huff,IND,C,5,10,15,-1,-1.6295,-0.897,-0.7325,0,0,0,0,0,1,2,5,13,15,23,30,63,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,201,89,63,0,185,16,654,217,437,1.238,8,-7,49,16,0,0,0,0,0,0,0,0,0,1,5,10,14,33,48,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,323,16,14,1536,1513,4.2861,0,0,-3.0482,-2.9093,-0.1388,-0.6017,-0.6059,0.0042,0.163,-0.4329
Bryce McGowens,NOP,SG,8,6,14,-1,-2.0723,-0.8138,-1.2585,0,0,0,0,0,2,1,7,30,24,37,60,73,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,119,161,73,70,12,37,238,381,-143,-0.4051,6,-7,16,11,0,0,0,0,0,0,0,0,2,7,10,19,23,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,292,38,23,1322,1254,3.5524,0,0,-3.9575,-3.9122,-0.0453,-0.7865,-0.7935,0.007,-0.4841,0.334
Luke Kornet,SAS,C,7,11,18,0,-0.2573,-0.2331,-0.0242,0,0,0,0,0,0,0,1,4,8,16,21,49,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,254,50,49,6,190,58,910,98,812,2.3003,9,-5,67,18,0,0,0,0,0,0,0,1,5,10,13,31,44,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,249,60,44,956,844,2.3909,0,0,-0.0907,0.0992,-0.1898,-0.0008,-0.0246,0.0237,0.2074,-0.2181
Drake Powell,BKN,SG,5,3,8,-1,-4.8636,-4.1162,-0.7474,0,0,2,1,7,30,24,37,60,63,60,39,14,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,323,14,14,0,2,23,1212,-1189,-3.3683,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,345,2,6,2318,2316,6.5609,0,0,-9.9292,-9.9292,0,-1.9997,-1.976,-0.0237,0.1483,-1.4044
Danny Wolf,BKN,PF,6,8,14,0,-2.0382,-2.0473,0.0091,0,0,0,0,0,1,3,7,12,30,48,53,74,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,125,154,74,5,96,24,290,347,-57,-0.1615,6,-7,26,16,0,0,0,0,0,0,0,0,1,3,11,9,22,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,307,24,22,1394,1350,3.8244,0,0,-3.9858,-3.9122,-0.0737,-0.7922,-0.779,-0.0132,0.2484,-0.8667
Ben Saraf,BKN,SG,3,3,6,-1,-6.1181,-4.666,-1.4521,1,0,2,9,14,33,47,55,71,58,35,16,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,341,9,1,2,0,3,1557,-1554,-4.4023,1,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,15,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,352,0,1,2659,2659,7.5326,0,0,-11.9348,-11.9348,0,-2.4072,-2.5075,0.1003,0.055,-1.2228
Caleb Love,PHI,SG,7,4,11,-2,-3.4357,-1.489,-1.9467,0,0,0,1,2,2,22,29,26,45,51,58,53,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,236,53,55,0,9,116,715,-599,-1.6969,5,-9,5,3,0,0,0,0,0,0,0,0,0,0,2,7,11,21,32,38,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,333,9,11,1860,1849,5.238,0,0,-6.9348,-6.9207,-0.0142,-1.3913,-1.3711,-0.0203,-0.6068,0.1926
Jalen Smith,CHI,C,8,13,21,0,1.5465,1.3377,0.2088,0,0,0,0,0,0,0,0,1,2,5,13,27,26,31,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,305,21,27,4,198,103,1486,33,1453,4.1161,11,-4,95,13,0,0,0,0,0,0,1,5,10,15,33,48,50,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,0,0,191,112,50,681,451,1.2776,0,0,2.8385,3.1076,-0.2691,0.5943,0.7396,-0.1454,0.0559,0.0646
Jamir Watkins,WAS,SG,9,7,16,1,-1.0011,-1.888,0.8868,0,0,0,0,0,0,2,1,7,30,24,37,83,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,169,101,83,89,19,61,407,220,187,0.5297,7,-6,40,24,0,0,0,0,0,0,0,2,7,10,19,24,77,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,0,214,62,77,770,640,1.813,260,46,-1.2833,-1.9065,0.6232,-0.2431,-0.3397,0.0965,0.4193,-0.7464
Dylan Cardwell,SAC,C,6,10,16,1,-0.9758,-2.0774,1.1016,0,0,0,0,0,0,1,4,8,16,21,32,68,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,203,82,68,2,174,27,656,180,476,1.3484,8,-6,49,16,0,0,0,0,0,0,0,0,1,5,10,13,75,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,249,29,75,956,904,2.5609,294,45,-1.2125,-1.9065,0.6941,-0.2288,-0.3289,0.1002,0.8189,-1.2535
Gui Santos,GSW,PF,9,9,18,0,-0.2625,-0.1855,-0.0771,0,0,0,0,0,0,1,0,2,9,14,33,67,57,59,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,227,59,67,56,77,94,613,102,511,1.4476,7,-6,59,21,0,0,0,0,0,0,2,7,9,15,25,41,35,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,0,0,219,99,35,754,535,1.5156,0,0,-0.068,0.0992,-0.1671,0.0038,-0.0268,0.0305,-0.1308,0.2058
Vince Williams Jr.,2TM,SG,10,6,16,1,-0.6683,-1.6055,0.9372,0,0,0,0,0,1,1,3,16,20,30,30,61,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,191,101,61,142,2,47,564,242,322,0.9122,8,-7,57,25,0,0,0,0,0,0,0,0,2,7,13,26,72,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,233,48,72,864,783,2.2181,269,36,-1.3059,-1.9065,0.6006,-0.2478,-0.1987,-0.0491,0.4126,-0.9647
Ja'Kobe Walter,TOR,SG,11,6,17,1,-0.3793,-1.1129,0.7336,0,0,0,0,0,0,2,0,10,21,19,31,40,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,230,83,40,181,0,49,792,184,608,1.7224,9,-6,76,20,0,0,0,0,0,0,0,0,2,7,13,29,78,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,224,51,78,820,736,2.085,267,43,-0.3626,-0.9037,0.5411,-0.0561,-0.0762,0.0201,0.4535,-0.7331
Patrick Williams,CHI,PF,4,4,8,0,-4.6495,-4.1808,-0.4687,0,1,0,2,9,14,33,47,55,71,58,35,15,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,325,15,4,7,2,16,1216,-1200,-3.3994,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,15,25,41,36,52,33,40,32,25,14,13,5,3,1,1,0,0,345,2,6,2307,2305,6.5297,0,0,-9.9292,-9.9292,0,-1.9997,-1.8853,-0.1144,0.1706,-1.629
Keon Ellis,BKN,SG,9,5,14,0,-2.0646,-2.4975,0.4329,0,0,0,0,1,1,3,16,20,30,30,37,65,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,150,138,65,128,0,22,373,380,-7,-0.0198,7,-8,32,17,0,0,0,0,0,0,0,0,0,2,7,13,25,37,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,306,22,25,1439,1406,3.983,0,0,-4.0028,-3.9122,-0.0907,-0.7957,-0.7902,-0.0055,0.535,-1.2975
Walter Clayton,MEM,PG,6,4,10,-2,-3.737,-1.6834,-2.0536,0,0,0,2,1,7,30,24,37,60,63,60,40,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,284,40,20,0,9,52,889,-837,-2.3711,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,2,7,9,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,335,9,9,1973,1962,5.5581,0,0,-7.9292,-7.9235,-0.0057,-1.5934,-1.4987,-0.0946,-0.7532,0.1455
Javon Small,MEM,PG,12,7,19,0,0.2876,0.7242,-0.4366,0,0,0,0,0,0,0,2,0,10,21,19,47,24,41,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,254,52,47,174,0,80,1046,101,945,2.6771,10,-5,93,17,0,0,0,0,0,0,0,2,7,13,29,36,42,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,0,224,87,42,820,649,1.8385,0,0,0.8385,1.102,-0.2635,0.1879,0.2063,-0.0184,-0.1531,0.3732
Daniss Jenkins,DET,PG,10,5,15,0,-1.2529,-1.1519,-0.101,0,0,0,0,0,2,0,10,21,19,31,21,60,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,189,104,60,167,0,22,562,288,274,0.7762,8,-7,56,24,0,0,0,0,0,0,0,0,0,2,7,13,28,36,43,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,303,22,28,1390,1357,3.8442,0,0,-3.068,-2.9093,-0.1586,-0.6057,-0.4463,-0.1594,0.1262,-0.7813
Marvin Bagley III,DEN,PF,6,10,16,-1,-0.7745,0.3727,-1.1471,0,0,0,0,0,0,1,4,8,16,21,32,68,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,203,82,68,2,174,27,656,180,476,1.3484,8,-6,49,16,0,0,0,0,0,0,0,0,1,5,10,13,30,45,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,294,29,30,1250,1198,3.3938,0,0,-2.0453,-1.9065,-0.1388,-0.398,-0.2437,-0.1543,-0.4581,0.3074
Justin Champagnie,WAS,SF,8,8,16,-1,-0.7959,0.0231,-0.819,0,0,0,0,0,1,0,2,9,14,33,47,77,59,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,170,106,77,50,63,57,386,208,178,0.5042,6,-7,38,23,0,0,0,0,0,0,0,2,7,9,15,25,40,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,0,255,58,40,1009,889,2.5184,0,0,-2.0142,-1.9065,-0.1076,-0.3916,-0.2527,-0.1389,-0.5861,0.4058
